1.775957,1.158086,1.312156,1.236624,0.4445474,1.93609,1.112688,0.9984581,0.6212893,1.316066,0.4406196,0.9207282,0.9285904,1.086788,1.38993,0.7741594
1.382572,1.012207,1.555253,1.424599,0.4532643,1.011697,1.502398,1.356565,0.6134277,1.22212,0.5717139,1.086827,1.048969,1.372614,0.8742656,0.4052441
1.156904,0.7430565,0.7951703,1.073256,0.7307856,0.8562278,1.52802,1.662596,0.9565558,1.206625,1.117763,1.071036,1.287848,0.4777529,0.9057351,0.9189186
0.5300366,0.8249702,0.2206428,1.106173,0.1884696,1.140758,1.025261,0.4020657,1.413424,0.6145295,1.40164,0.5962839,0.5986223,1.294066,0.3517176,0.8389639
1.02166,1.249016,0.0236127,1.337331,0.09960118,0.7002186,1.508292,0.7831074,1.279108,0.9351637,1.179708,1.266893,1.182332,1.216775,0.4798378,1.133236
1.02166,1.249016,0.0236127,1.337331,0.09960118,0.7002186,0.553513,0.7831074,1.279108,0.5938565,1.179708,1.266893,1.182332,0.6071206,0.4798378,1.133236
0.8472929,0.5681383,0.7771074,0.4540454,0.624427,0.6107075,0.9339983,0.7398757,0.9373597,0.9876924,0.1812387,1.075755,0.006248668,1.849571,0.3831511,0.7490262
0.4998276,0.7358057,0.5928201,0.2948653,0.1109183,0.7081417,0.08987138,1.244781,0.6415812,1.249098,1.003512,1.352823,0.4355627,1.921697,0.3968662,1.257701
1.111489,0.7593454,0.4416332,0.4238088,0.1692865,0.9689953,0.3058065,1.161383,0.3221887,1.450776,0.7738198,1.260035,0.3552989,1.899902,0.7343966,1.62082
1.111489,0.7593454,0.4416332,-0.1566874,0.1692865,0.7290331,0.3058065,1.161383,0.3221887,1.450776,0.7738198,0.7387946,0.3552989,1.899902,0.7343966,1.62082
1.360944,0.8103803,0.9269016,0.02576406,0.2930984,0.8871151,0.9672453,0.3544123,0.1847316,0.9074629,0.625807,0.564913,0.9397584,1.341677,1.045256,1.442629
0.7807034,1.022641,1.05546,0.1753773,0.6846399,1.258917,0.6302841,0.9779574,0.6341688,1.16814,1.244126,0.3022792,0.7537096,0.5156423,0.9233254,0.5577498
0.7807034,1.022641,0.6897495,0.1753773,0.4896343,1.258917,0.6302841,0.9779574,0.6341688,1.16814,0.9535031,0.3022792,0.7537096,0.5156423,0.9233254,0.5577498
0.519116,0.7669981,0.8147794,-0.07152364,0.3250437,0.8345847,0.5750041,0.9708756,0.3430934,1.348253,0.9466395,0.4479538,1.197722,0.9033611,0.7874995,1.241081
0.7910405,0.8682382,0.6455623,0.1162611,0.3665605,1.376513,1.286769,0.7237906,0.5172651,0.7318856,1.189525,0.3360433,1.261668,1.156718,0.4155043,0.9561491
0.5791148,0.4447213,0.9248611,0.1014147,0.8291522,0.7486121,0.1358676,0.6606658,0.6058434,0.1641361,1.570492,0.1827338,1.355797,0.6357465,0.6712561,0.7675536
0.8429259,1.811541,0.7762942,0.7898855,1.13897,1.617102,1.548638,1.789361,1.555375,0.7457165,0.5148366,0.8431709,0.4002239,0.6222117,0.8008767,0.2433109
1.152443,1.800265,1.011169,0.6584333,1.162288,-0.02106938,1.693371,1.823686,1.080927,0.8333672,0.5793314,1.29569,0.2047356,0.4597791,-0.1718669,0.4646559
0.7208584,1.308667,0.621947,0.7178897,0.828567,0.7042603,1.378206,0.9743802,1.024549,0.4366993,1.047745,1.557462,0.3132575,1.127734,0.667052,0.4051752
0.5026548,1.129295,1.152806,1.185596,0.8121426,0.8593416,0.816615,0.9907765,0.3642209,0.5766327,0.8894658,1.269599,1.120598,1.356797,0.731549,1.170218
0.5026548,1.129295,0.9441859,0.4879321,0.8121426,0.8593416,0.816615,0.9907765,0.3642209,0.5766327,0.8894658,0.4391078,1.120598,1.356797,-0.1081847,1.170218
0.5026548,1.129295,0.9441859,0.5200032,0.8121426,0.8593416,0.816615,0.9907765,0.3642209,0.5766327,0.2658108,0.4391078,-0.01741448,0.2294148,-0.1081847,1.170218
0.6387351,1.23209,0.5236925,1.082199,1.302378,1.325926,1.177694,0.5462876,0.7339402,1.194358,0.2060317,0.7528899,0.9388587,1.111167,0.8743677,1.267228
0.9159526,1.302059,0.8540207,1.494509,-0.1711183,1.211278,0.7400869,1.248084,0.9567882,0.7978246,1.051657,0.5266472,0.7314964,1.357414,0.9142312,1.075807
1.558275,1.795465,0.835681,0.4531417,0.9618803,1.366459,0.9458936,0.3957465,0.7223223,1.553786,1.792357,1.256764,1.146141,1.403903,1.354188,0.3998005
0.6880148,0.7512363,0.7676721,1.051064,0.7815163,1.055437,1.344905,0.4219183,1.118406,1.16591,0.3469413,1.286771,0.1652341,1.416893,0.9810964,0.5804312
0.9830254,1.265438,1.123332,0.5904397,0.6945661,1.445636,0.8531361,0.6044343,0.9432789,0.7911007,0.2581832,1.027341,0.3514401,1.081028,0.6362656,1.06171
0.6029603,1.265438,1.123332,0.5904397,0.6945661,0.7764536,0.8531361,0.6044343,0.3903839,0.7911007,0.2581832,1.027341,0.3514401,1.081028,0.6362656,1.06171
0.6029603,1.265438,1.123332,-0.1044744,0.6945661,0.5430444,-0.003700882,0.108795,0.3903839,0.7911007,-0.1438877,0.5771835,0.3514401,1.081028,0.6362656,1.06171
0.4957628,1.265438,1.123332,-0.1044744,0.6945661,0.5430444,-0.003700882,0.108795,0.105786,0.7911007,-0.1438877,0.03782728,0.3592528,1.081028,0.6362656,1.06171
1.062272,0.8981677,1.475308,0.1945674,0.8284538,1.216966,0.1378635,0.2825119,0.86985,1.337035,0.0109633,0.102458,0.6678145,0.958873,1.109596,0.7656148
0.7010299,0.9558393,0.9193566,0.3533695,0.9827204,1.192407,0.1712425,0.7926339,0.8309596,1.560362,0.7360021,0.2091115,1.062605,-0.1207604,0.9370328,0.4604212
0.442356,1.022318,0.9777058,1.019194,0.4939817,1.395678,0.4909405,0.8879744,1.340687,1.446162,1.017823,0.3088131,1.066463,0.3828682,0.5570796,0.5647934
0.5819292,1.095597,1.08681,1.293385,0.8854359,0.6129081,0.537902,1.074403,0.4931354,1.603251,1.260926,0.601981,0.6944709,0.4277893,1.156565,1.172339
1.11315,1.491578,0.9661878,1.249909,0.6862346,0.8156906,1.15888,1.427068,0.3370308,1.195976,1.264052,0.980059,0.9983515,0.5879664,1.310368,1.255028
0.9428549,0.7959767,0.5571173,1.414778,0.9391118,0.9711843,0.6842232,0.9663261,0.1877238,0.4035092,1.512686,0.5215144,0.8755744,0.6595815,0.8409186,1.556677
0.8428574,0.8690805,0.7094547,1.325265,1.053626,0.7725811,1.13746,0.8056664,0.3510702,0.6221353,0.9924256,0.7887862,0.8760351,0.3648102,0.6439935,1.344607
1.176408,0.6600795,0.8561426,1.26991,1.774815,1.065235,0.9456939,0.6228751,1.617501,1.383976,1.587308,0.8700169,0.8066567,1.613304,0.1046343,1.593546
0.6554455,0.8463312,1.333286,0.9891616,1.818352,0.3977151,0.8694169,1.027911,1.391364,0.9196247,1.203624,1.387998,1.272602,1.451231,0.6852207,1.389214
0.712957,0.5386807,1.340126,0.713727,0.9639332,0.3991845,0.5706832,0.9868851,1.598005,0.9810253,1.2581,1.462241,1.347515,1.429693,0.6714318,1.66045
1.239225,0.6754434,1.299612,0.7976357,0.7654066,0.8248723,1.066661,0.5143939,0.488136,0.69871,1.283724,1.196706,1.599109,0.872929,0.6191994,0.9761848
1.668314,1.219929,0.0980099,1.472669,1.429564,0.6167212,0.7395475,1.135602,0.7959188,1.138705,0.6828707,1.390328,1.247334,1.417298,1.429756,0.5889965
-0.03349635,1.27199,1.017214,1.557835,1.218921,1.165031,0.6867595,0.4934617,0.8913119,1.098629,0.5225201,0.1037768,1.085851,0.8498142,1.524158,0.4015358
1.436857,0.5956974,1.43611,0.3124154,1.570156,0.7570142,1.47005,0.8989561,1.88109,1.273596,1.665661,1.68839,1.114314,1.142605,0.7335813,1.63891
1.436857,0.5956974,1.43611,-0.0529983,1.570156,0.7570142,1.142474,0.8989561,1.88109,1.273596,1.665661,0.4827906,1.114314,1.142605,0.8618504,1.63891
0.3182141,0.6577183,1.112645,0.7755529,0.9858171,0.562418,0.07776035,0.5119004,1.013381,1.029935,0.9569698,0.3168545,0.9387091,1.303409,1.172154,1.806386
